Title,Abstract,Authors,Year,URL
"Iteratively Reweighted Least Squares Algorithms for L1-Norm Principal
  Component Analysis","Principal component analysis (PCA) is often used to reduce the dimension of
data by selecting a few orthonormal vectors that explain most of the variance
structure of the data. L1 PCA uses the L1 norm to measure error, whereas the
conventional PCA uses the L2 norm. For the L1 PCA problem minimizing the
fitting error of the reconstructed data, we propose an exact reweighted and an
approximate algorithm based on iteratively reweighted least squares. We provide
convergence analyses, and compare their performance against benchmark
algorithms in the literature. The computational experiment shows that the
proposed algorithms consistently perform best.","Young Woong Park, Diego Klabjan",2016,http://arxiv.org/abs/1609.02997v2
"Correlated-PCA: Principal Components' Analysis when Data and Noise are
  Correlated","Given a matrix of observed data, Principal Components Analysis (PCA) computes
a small number of orthogonal directions that contain most of its variability.
Provably accurate solutions for PCA have been in use for a long time. However,
to the best of our knowledge, all existing theoretical guarantees for it assume
that the data and the corrupting noise are mutually independent, or at least
uncorrelated. This is valid in practice often, but not always. In this paper,
we study the PCA problem in the setting where the data and noise can be
correlated. Such noise is often also referred to as ""data-dependent noise"". We
obtain a correctness result for the standard eigenvalue decomposition (EVD)
based solution to PCA under simple assumptions on the data-noise correlation.
We also develop and analyze a generalization of EVD, cluster-EVD, that improves
upon EVD in certain regimes.","Namrata Vaswani, Han Guo",2016,http://arxiv.org/abs/1610.09307v2
"A simple method to construct confidence bands in functional linear
  regression","This paper develops a simple method to construct confidence bands, centered
at a principal component analysis (PCA) based estimator, for the slope function
in a functional linear regression model with a scalar response variable and a
functional predictor variable. The PCA-based estimator is a series estimator
with estimated basis functions, and so construction of valid confidence bands
for it is a non-trivial challenge. We propose a confidence band that aims at
covering the slope function at ""most"" of points with a prespecified probability
(level), and prove its asymptotic validity under suitable regularity
conditions. Importantly, this is the first paper that derives confidence bands
having theoretical justifications for the PCA-based estimator. We also propose
a practical method to choose the cut-off level used in PCA-based estimation,
and conduct numerical studies to verify the finite sample performance of the
proposed confidence band. Finally, we apply our methodology to spectrometric
data, and discuss extensions of our methodology to cases where additional
vector-valued regressors are present.","Masaaki Imaizumi, Kengo Kato",2016,http://arxiv.org/abs/1612.07490v3
"Feature Selection based on PCA and PSO for Multimodal Medical Image
  Fusion using DTCWT","Multimodal medical image fusion helps to increase efficiency in medical
diagnosis. This paper presents multimodal medical image fusion by selecting
relevant features using Principle Component Analysis (PCA) and Particle Swarm
Optimization techniques (PSO). DTCWT is used for decomposition of the images
into low and high frequency coefficients. Fusion rules such as combination of
minimum, maximum and simple averaging are applied to approximate and detailed
coefficients. The fused image is reconstructed by inverse DTCWT. Performance
metrics are evaluated and it shows that DTCWT-PCA performs better than
DTCWT-PSO in terms of Structural Similarity Index Measure (SSIM) and Cross
Correlation (CC). Computation time and feature vector size is reduced in
DTCWT-PCA compared to DTCWT-PSO for feature selection which proves robustness
and storage capacity.","Padmavathi K, Mahima Bhat, Maya V Karki",2017,http://arxiv.org/abs/1701.08918v1
Thresholding based Efficient Outlier Robust PCA,"We consider the problem of outlier robust PCA (OR-PCA) where the goal is to
recover principal directions despite the presence of outlier data points. That
is, given a data matrix $M^*$, where $(1-\alpha)$ fraction of the points are
noisy samples from a low-dimensional subspace while $\alpha$ fraction of the
points can be arbitrary outliers, the goal is to recover the subspace
accurately. Existing results for \OR-PCA have serious drawbacks: while some
results are quite weak in the presence of noise, other results have runtime
quadratic in dimension, rendering them impractical for large scale
applications.
  In this work, we provide a novel thresholding based iterative algorithm with
per-iteration complexity at most linear in the data size. Moreover, the
fraction of outliers, $\alpha$, that our method can handle is tight up to
constants while providing nearly optimal computational complexity for a general
noise setting. For the special case where the inliers are obtained from a
low-dimensional subspace with additive Gaussian noise, we show that a
modification of our thresholding based method leads to significant improvement
in recovery error (of the subspace) even in the presence of a large fraction of
outliers.","Yeshwanth Cherapanamjeri, Prateek Jain, Praneeth Netrapalli",2017,http://arxiv.org/abs/1702.05571v1
"Approximate probabilistic cellular automata for the dynamics of
  single-species populations under discrete logisticlike growth with and
  without weak Allee effects","We investigate one-dimensional elementary probabilistic cellular automata
(PCA) whose dynamics in first-order mean-field approximation yields discrete
logisticlike growth models for a single-species unstructured population with
nonoverlapping generations. Beginning with a general six-parameter model, we
find constraints on the transition probabilities of the PCA that guarantee that
the ensuing approximations make sense in terms of population dynamics and
classify the valid combinations thereof. Several possible models display a
negative cubic term that can be interpreted as a weak Allee factor. We also
investigate the conditions under which a one-parameter PCA derived from the
more general six-parameter model can generate valid population growth dynamics.
Numerical simulations illustrate the behavior of some of the PCA found.","J. Ricardo G. Mendonça, Yeva Gevorgyan",2017,http://arxiv.org/abs/1703.06007v3
"Revealing the ultra-fast outflow in IRAS 13224-3809 through spectral
  variability","We present an analysis of the long-term X-ray variability of the extreme
narrow-line Seyfert 1 (NLS1) galaxy IRAS 13224-3809 using principal component
analysis (PCA) and fractional excess variability (Fvar) spectra to identify
model-independent spectral components. We identify a series of variability
peaks in both the first PCA component and Fvar spectrum which correspond to the
strongest predicted absorption lines from the ultra-fast outflow (UFO)
discovered by Parker et al. (2017). We also find higher order PCA components,
which correspond to variability of the soft excess and reflection features. The
subtle differences between RMS and PCA results argue that the observed
flux-dependence of the absorption is due to increased ionization of the gas,
rather than changes in column density or covering fraction. This result
demonstrates that we can detect outflows from variability alone, and that
variability studies of UFOs are an extremely promising avenue for future
research.","Michael L. Parker, William N. Alston, Douglas J. K. Buisson, Andrew C. Fabian, Jiachen Jiang, Erin Kara, Anne Lohfink, Ciro Pinto, Christopher S. Reynolds",2017,http://arxiv.org/abs/1704.05545v1
Single-Pass PCA of Large High-Dimensional Data,"Principal component analysis (PCA) is a fundamental dimension reduction tool
in statistics and machine learning. For large and high-dimensional data,
computing the PCA (i.e., the singular vectors corresponding to a number of
dominant singular values of the data matrix) becomes a challenging task. In
this work, a single-pass randomized algorithm is proposed to compute PCA with
only one pass over the data. It is suitable for processing extremely large and
high-dimensional data stored in slow memory (hard disk) or the data generated
in a streaming fashion. Experiments with synthetic and real data validate the
algorithm's accuracy, which has orders of magnitude smaller error than an
existing single-pass algorithm. For a set of high-dimensional data stored as a
150 GB file, the proposed algorithm is able to compute the first 50 principal
components in just 24 minutes on a typical 24-core computer, with less than 1
GB memory cost.","Wenjian Yu, Yu Gu, Jian Li, Shenghua Liu, Yaohang Li",2017,http://arxiv.org/abs/1704.07669v1
Optimal Projected Variance Group-Sparse Block PCA,"We address the problem of defining a group sparse formulation for Principal
Components Analysis (PCA) - or its equivalent formulations as Low Rank
approximation or Dictionary Learning problems - which achieves a compromise
between maximizing the variance explained by the components and promoting
sparsity of the loadings. So we propose first a new definition of the variance
explained by non necessarily orthogonal components, which is optimal in some
aspect and compatible with the principal components situation. Then we use a
specific regularization of this variance by the group-$\ell_{1}$ norm to define
a Group Sparse Maximum Variance (GSMV) formulation of PCA. The GSMV formulation
achieves our objective by construction, and has the nice property that the
inner non smooth optimization problem can be solved analytically, thus reducing
GSMV to the maximization of a smooth and convex function under unit norm and
orthogonality constraints, which generalizes Journee et al. (2010) to group
sparsity. Numerical comparison with deflation on synthetic data shows that GSMV
produces steadily slightly better and more robust results for the retrieval of
hidden sparse structures, and is about three times faster on these examples.
Application to real data shows the interest of group sparsity for variables
selection in PCA of mixed data (categorical/numerical) .","Marie Chavent, Guy Chavent",2017,http://arxiv.org/abs/1705.00461v2
"Implications of Computer Vision Driven Assistive Technologies Towards
  Individuals with Visual Impairment","Computer vision based technology is becoming ubiquitous in society. One
application area that has seen an increase in computer vision is assistive
technologies, specifically for those with visual impairment. Research has shown
the ability of computer vision models to achieve tasks such provide scene
captions, detect objects and recognize faces. Although assisting individuals
with visual impairment with these tasks increases their independence and
autonomy, concerns over bias, privacy and potential usefulness arise. This
paper addresses the positive and negative implications computer vision based
assistive technologies have on individuals with visual impairment, as well as
considerations for computer vision researchers and developers in order to
mitigate the amount of negative implications.","Linda Wang, Alexander Wong",2019,http://arxiv.org/abs/1905.07844v1
"Multiband NFC for High-Throughput Wireless Computer Vision Sensor
  Network","Vision sensors lie in the heart of computer vision. In many computer vision
applications, such as AR/VR, non-contacting near-field communication (NFC) with
high throughput is required to transfer information to algorithms. In this
work, we proposed a novel NFC system which utilizes multiple frequency bands to
achieve high throughput.","F. Li, J. Du",2017,http://arxiv.org/abs/1707.03720v1
Deep Learning vs. Traditional Computer Vision,"Deep Learning has pushed the limits of what was possible in the domain of
Digital Image Processing. However, that is not to say that the traditional
computer vision techniques which had been undergoing progressive development in
years prior to the rise of DL have become obsolete. This paper will analyse the
benefits and drawbacks of each approach. The aim of this paper is to promote a
discussion on whether knowledge of classical computer vision techniques should
be maintained. The paper will also explore how the two sides of computer vision
can be combined. Several recent hybrid methodologies are reviewed which have
demonstrated the ability to improve computer vision performance and to tackle
problems not suited to Deep Learning. For example, combining traditional
computer vision techniques with Deep Learning has been popular in emerging
domains such as Panoramic Vision and 3D vision for which Deep Learning models
have not yet been fully optimised","Niall O' Mahony, Sean Campbell, Anderson Carvalho, Suman Harapanahalli, Gustavo Velasco-Hernandez, Lenka Krpalkova, Daniel Riordan, Joseph Walsh",2019,http://arxiv.org/abs/1910.13796v1
Enhancing camera surveillance using computer vision: a research note,"$\mathbf{Purpose}$ - The growth of police operated surveillance cameras has
out-paced the ability of humans to monitor them effectively. Computer vision is
a possible solution. An ongoing research project on the application of computer
vision within a municipal police department is described. The paper aims to
discuss these issues.
  $\mathbf{Design/methodology/approach}$ - Following the demystification of
computer vision technology, its potential for police agencies is developed
within a focus on computer vision as a solution for two common surveillance
camera tasks (live monitoring of multiple surveillance cameras and summarizing
archived video files). Three unaddressed research questions (can specialized
computer vision applications for law enforcement be developed at this time, how
will computer vision be utilized within existing public safety camera
monitoring rooms, and what are the system-wide impacts of a computer vision
capability on local criminal justice systems) are considered.
  $\mathbf{Findings}$ - Despite computer vision becoming accessible to law
enforcement agencies the impact of computer vision has not been discussed or
adequately researched. There is little knowledge of computer vision or its
potential in the field.
  $\mathbf{Originality/value}$ - This paper introduces and discusses computer
vision from a law enforcement perspective and will be valuable to police
personnel tasked with monitoring large camera networks and considering computer
vision as a system upgrade.","Haroon Idrees, Mubarak Shah, Ray Surette",2018,http://arxiv.org/abs/1808.03998v1
"Are object detection assessment criteria ready for maritime computer
  vision?","Maritime vessels equipped with visible and infrared cameras can complement
other conventional sensors for object detection. However, application of
computer vision techniques in maritime domain received attention only recently.
The maritime environment offers its own unique requirements and challenges.
Assessment of the quality of detections is a fundamental need in computer
vision. However, the conventional assessment metrics suitable for usual object
detection are deficient in the maritime setting. Thus, a large body of related
work in computer vision appears inapplicable to the maritime setting at the
first sight. We discuss the problem of defining assessment metrics suitable for
maritime computer vision. We consider new bottom edge proximity metrics as
assessment metrics for maritime computer vision. These metrics indicate that
existing computer vision approaches are indeed promising for maritime computer
vision and can play a foundational role in the emerging field of maritime
computer vision.","Dilip K. Prasad, Huixu Dong, Deepu Rajan, Chai Quek",2018,http://arxiv.org/abs/1809.04659v2
BMVC 2019: Workshop on Interpretable and Explainable Machine Vision,"Proceedings of the BMVC 2019 Workshop on Interpretable and Explainable
Machine Vision, Cardiff, UK, September 12, 2019.",Alun Preece,2019,http://arxiv.org/abs/1909.07245v1
"SPARK: Multi-Vision Sensor Perception and Reasoning Benchmark for
  Large-scale Vision-Language Models","Large-scale Vision-Language Models (LVLMs) have significantly advanced with
text-aligned vision inputs. They have made remarkable progress in computer
vision tasks by aligning text modality with vision inputs. There are also
endeavors to incorporate multi-vision sensors beyond RGB, including thermal,
depth, and medical X-ray images. However, we observe that current LVLMs view
images taken from multi-vision sensors as if they were in the same RGB domain
without considering the physical characteristics of multi-vision sensors. They
fail to convey the fundamental multi-vision sensor information from the dataset
and the corresponding contextual knowledge properly. Consequently, alignment
between the information from the actual physical environment and the text is
not achieved correctly, making it difficult to answer complex sensor-related
questions that consider the physical environment. In this paper, we aim to
establish a multi-vision Sensor Perception And Reasoning benchmarK called SPARK
that can reduce the fundamental multi-vision sensor information gap between
images and multi-vision sensors. We generated 6,248 vision-language test
samples to investigate multi-vision sensory perception and multi-vision sensory
reasoning on physical sensor knowledge proficiency across different formats,
covering different types of sensor-related questions. We utilized these samples
to assess ten leading LVLMs. The results showed that most models displayed
deficiencies in multi-vision sensory reasoning to varying extents. Codes and
data are available at https://github.com/top-yun/SPARK","Youngjoon Yu, Sangyun Chung, Byung-Kwan Lee, Yong Man Ro",2024,http://arxiv.org/abs/2408.12114v3
"Vision Transformers in Medical Computer Vision -- A Contemplative
  Retrospection","Recent escalation in the field of computer vision underpins a huddle of
algorithms with the magnificent potential to unravel the information contained
within images. These computer vision algorithms are being practised in medical
image analysis and are transfiguring the perception and interpretation of
Imaging data. Among these algorithms, Vision Transformers are evolved as one of
the most contemporary and dominant architectures that are being used in the
field of computer vision. These are immensely utilized by a plenty of
researchers to perform new as well as former experiments. Here, in this article
we investigate the intersection of Vision Transformers and Medical images and
proffered an overview of various ViTs based frameworks that are being used by
different researchers in order to decipher the obstacles in Medical Computer
Vision. We surveyed the application of Vision transformers in different areas
of medical computer vision such as image-based disease classification,
anatomical structure segmentation, registration, region-based lesion Detection,
captioning, report generation, reconstruction using multiple medical imaging
modalities that greatly assist in medical diagnosis and hence treatment
process. Along with this, we also demystify several imaging modalities used in
Medical Computer Vision. Moreover, to get more insight and deeper
understanding, self-attention mechanism of transformers is also explained
briefly. Conclusively, we also put some light on available data sets, adopted
methodology, their performance measures, challenges and their solutions in form
of discussion. We hope that this review article will open future directions for
researchers in medical computer vision.","Arshi Parvaiz, Muhammad Anwaar Khalid, Rukhsana Zafar, Huma Ameer, Muhammad Ali, Muhammad Moazam Fraz",2022,http://arxiv.org/abs/2203.15269v1
Adapting Computer Vision Algorithms for Omnidirectional Video,"Omnidirectional (360{\deg}) video has got quite popular because it provides a
highly immersive viewing experience. For computer vision algorithms, it poses
several challenges, like the special (equirectangular) projection commonly
employed and the huge image size. In this work, we give a high-level overview
of these challenges and outline strategies how to adapt computer vision
algorithm for the specifics of omnidirectional video.",Hannes Fassold,2019,http://arxiv.org/abs/1907.09233v1
Some Insights into Lifelong Reinforcement Learning Systems,"A lifelong reinforcement learning system is a learning system that has the
ability to learn through trail-and-error interaction with the environment over
its lifetime. In this paper, I give some arguments to show that the traditional
reinforcement learning paradigm fails to model this type of learning system.
Some insights into lifelong reinforcement learning are provided, along with a
simplistic prototype lifelong reinforcement learning system.",Changjian Li,2020,http://arxiv.org/abs/2001.09608v1
"Counterexample-Guided Repair of Reinforcement Learning Systems Using
  Safety Critics","Naively trained Deep Reinforcement Learning agents may fail to satisfy vital
safety constraints. To avoid costly retraining, we may desire to repair a
previously trained reinforcement learning agent to obviate unsafe behaviour. We
devise a counterexample-guided repair algorithm for repairing reinforcement
learning systems leveraging safety critics. The algorithm jointly repairs a
reinforcement learning agent and a safety critic using gradient-based
constrained optimisation.","David Boetius, Stefan Leue",2024,http://arxiv.org/abs/2405.15430v1
Deep Reinforcement Learning in Computer Vision: A Comprehensive Survey,"Deep reinforcement learning augments the reinforcement learning framework and
utilizes the powerful representation of deep neural networks. Recent works have
demonstrated the remarkable successes of deep reinforcement learning in various
domains including finance, medicine, healthcare, video games, robotics, and
computer vision. In this work, we provide a detailed review of recent and
state-of-the-art research advances of deep reinforcement learning in computer
vision. We start with comprehending the theories of deep learning,
reinforcement learning, and deep reinforcement learning. We then propose a
categorization of deep reinforcement learning methodologies and discuss their
advantages and limitations. In particular, we divide deep reinforcement
learning into seven main categories according to their applications in computer
vision, i.e. (i)landmark localization (ii) object detection; (iii) object
tracking; (iv) registration on both 2D image and 3D image volumetric data (v)
image segmentation; (vi) videos analysis; and (vii) other applications. Each of
these categories is further analyzed with reinforcement learning techniques,
network design, and performance. Moreover, we provide a comprehensive analysis
of the existing publicly available datasets and examine source code
availability. Finally, we present some open issues and discuss future research
directions on deep reinforcement learning in computer vision","Ngan Le, Vidhiwar Singh Rathour, Kashu Yamazaki, Khoa Luu, Marios Savvides",2021,http://arxiv.org/abs/2108.11510v1
Causal Reinforcement Learning: A Survey,"Reinforcement learning is an essential paradigm for solving sequential
decision problems under uncertainty. Despite many remarkable achievements in
recent decades, applying reinforcement learning methods in the real world
remains challenging. One of the main obstacles is that reinforcement learning
agents lack a fundamental understanding of the world and must therefore learn
from scratch through numerous trial-and-error interactions. They may also face
challenges in providing explanations for their decisions and generalizing the
acquired knowledge. Causality, however, offers a notable advantage as it can
formalize knowledge in a systematic manner and leverage invariance for
effective knowledge transfer. This has led to the emergence of causal
reinforcement learning, a subfield of reinforcement learning that seeks to
enhance existing algorithms by incorporating causal relationships into the
learning process. In this survey, we comprehensively review the literature on
causal reinforcement learning. We first introduce the basic concepts of
causality and reinforcement learning, and then explain how causality can
address core challenges in non-causal reinforcement learning. We categorize and
systematically review existing causal reinforcement learning approaches based
on their target problems and methodologies. Finally, we outline open issues and
future directions in this emerging field.","Zhihong Deng, Jing Jiang, Guodong Long, Chengqi Zhang",2023,http://arxiv.org/abs/2307.01452v2
"Distributed Deep Reinforcement Learning: A Survey and A Multi-Player
  Multi-Agent Learning Toolbox","With the breakthrough of AlphaGo, deep reinforcement learning becomes a
recognized technique for solving sequential decision-making problems. Despite
its reputation, data inefficiency caused by its trial and error learning
mechanism makes deep reinforcement learning hard to be practical in a wide
range of areas. Plenty of methods have been developed for sample efficient deep
reinforcement learning, such as environment modeling, experience transfer, and
distributed modifications, amongst which, distributed deep reinforcement
learning has shown its potential in various applications, such as
human-computer gaming, and intelligent transportation. In this paper, we
conclude the state of this exciting field, by comparing the classical
distributed deep reinforcement learning methods, and studying important
components to achieve efficient distributed learning, covering single player
single agent distributed deep reinforcement learning to the most complex
multiple players multiple agents distributed deep reinforcement learning.
Furthermore, we review recently released toolboxes that help to realize
distributed deep reinforcement learning without many modifications of their
non-distributed versions. By analyzing their strengths and weaknesses, a
multi-player multi-agent distributed deep reinforcement learning toolbox is
developed and released, which is further validated on Wargame, a complex
environment, showing usability of the proposed toolbox for multiple players and
multiple agents distributed deep reinforcement learning under complex games.
Finally, we try to point out challenges and future trends, hoping this brief
review can provide a guide or a spark for researchers who are interested in
distributed deep reinforcement learning.","Qiyue Yin, Tongtong Yu, Shengqi Shen, Jun Yang, Meijing Zhao, Kaiqi Huang, Bin Liang, Liang Wang",2022,http://arxiv.org/abs/2212.00253v1
Transfer Learning in Deep Reinforcement Learning: A Survey,"Reinforcement learning is a learning paradigm for solving sequential
decision-making problems. Recent years have witnessed remarkable progress in
reinforcement learning upon the fast development of deep neural networks. Along
with the promising prospects of reinforcement learning in numerous domains such
as robotics and game-playing, transfer learning has arisen to tackle various
challenges faced by reinforcement learning, by transferring knowledge from
external expertise to facilitate the efficiency and effectiveness of the
learning process. In this survey, we systematically investigate the recent
progress of transfer learning approaches in the context of deep reinforcement
learning. Specifically, we provide a framework for categorizing the
state-of-the-art transfer learning approaches, under which we analyze their
goals, methodologies, compatible reinforcement learning backbones, and
practical applications. We also draw connections between transfer learning and
other relevant topics from the reinforcement learning perspective and explore
their potential challenges that await future research progress.","Zhuangdi Zhu, Kaixiang Lin, Anil K. Jain, Jiayu Zhou",2020,http://arxiv.org/abs/2009.07888v7
"Memory-two strategies forming symmetric mutual reinforcement learning
  equilibrium in repeated prisoners' dilemma game","We investigate symmetric equilibria of mutual reinforcement learning when
both players alternately learn the optimal memory-two strategies against the
opponent in the repeated prisoners' dilemma game. We provide a necessary
condition for memory-two deterministic strategies to form symmetric equilibria.
We then provide three examples of memory-two deterministic strategies which
form symmetric mutual reinforcement learning equilibria. We also prove that
mutual reinforcement learning equilibria formed by memory-two strategies are
also mutual reinforcement learning equilibria when both players use
reinforcement learning of memory-$n$ strategies with $n>2$.",Masahiko Ueda,2021,http://arxiv.org/abs/2108.03258v2
Implementing Online Reinforcement Learning with Temporal Neural Networks,"A Temporal Neural Network (TNN) architecture for implementing efficient
online reinforcement learning is proposed and studied via simulation. The
proposed T-learning system is composed of a frontend TNN that implements online
unsupervised clustering and a backend TNN that implements online reinforcement
learning. The reinforcement learning paradigm employs biologically plausible
neo-Hebbian three-factor learning rules. As a working example, a prototype
implementation of the cart-pole problem (balancing an inverted pendulum) is
studied via simulation.",James E. Smith,2022,http://arxiv.org/abs/2204.05437v1
Deep Reinforcement Learning for Conversational AI,"Deep reinforcement learning is revolutionizing the artificial intelligence
field. Currently, it serves as a good starting point for constructing
intelligent autonomous systems which offer a better knowledge of the visual
world. It is possible to scale deep reinforcement learning with the use of deep
learning and do amazing tasks such as use of pixels in playing video games. In
this paper, key concepts of deep reinforcement learning including reward
function, differences between reinforcement learning and supervised learning
and models for implementation of reinforcement are discussed. Key challenges
related to the implementation of reinforcement learning in conversational AI
domain are identified as well as discussed in detail. Various conversational
models which are based on deep reinforcement learning (as well as deep
learning) are also discussed. In summary, this paper discusses key aspects of
deep reinforcement learning which are crucial for designing an efficient
conversational AI.","Mahipal Jadeja, Neelanshi Varia, Agam Shah",2017,http://arxiv.org/abs/1709.05067v1
"On the Opportunities and Challenges of Offline Reinforcement Learning
  for Recommender Systems","Reinforcement learning serves as a potent tool for modeling dynamic user
interests within recommender systems, garnering increasing research attention
of late. However, a significant drawback persists: its poor data efficiency,
stemming from its interactive nature. The training of reinforcement
learning-based recommender systems demands expensive online interactions to
amass adequate trajectories, essential for agents to learn user preferences.
This inefficiency renders reinforcement learning-based recommender systems a
formidable undertaking, necessitating the exploration of potential solutions.
Recent strides in offline reinforcement learning present a new perspective.
Offline reinforcement learning empowers agents to glean insights from offline
datasets and deploy learned policies in online settings. Given that recommender
systems possess extensive offline datasets, the framework of offline
reinforcement learning aligns seamlessly. Despite being a burgeoning field,
works centered on recommender systems utilizing offline reinforcement learning
remain limited. This survey aims to introduce and delve into offline
reinforcement learning within recommender systems, offering an inclusive review
of existing literature in this domain. Furthermore, we strive to underscore
prevalent challenges, opportunities, and future pathways, poised to propel
research in this evolving field.","Xiaocong Chen, Siyu Wang, Julian McAuley, Dietmar Jannach, Lina Yao",2023,http://arxiv.org/abs/2308.11336v1
A Survey Analyzing Generalization in Deep Reinforcement Learning,"Reinforcement learning research obtained significant success and attention
with the utilization of deep neural networks to solve problems in high
dimensional state or action spaces. While deep reinforcement learning policies
are currently being deployed in many different fields from medical applications
to large language models, there are still ongoing questions the field is trying
to answer on the generalization capabilities of deep reinforcement learning
policies. In this paper, we will formalize and analyze generalization in deep
reinforcement learning. We will explain the fundamental reasons why deep
reinforcement learning policies encounter overfitting problems that limit their
generalization capabilities. Furthermore, we will categorize and explain the
manifold solution approaches to increase generalization, and overcome
overfitting in deep reinforcement learning policies. From exploration to
adversarial analysis and from regularization to robustness our paper provides
an analysis on a wide range of subfields within deep reinforcement learning
with a broad scope and in-depth view. We believe our study can provide a
compact guideline for the current advancements in deep reinforcement learning,
and help to construct robust deep neural policies with higher generalization
skills.",Ezgi Korkmaz,2024,http://arxiv.org/abs/2401.02349v2
Reinforcement Teaching,"Machine learning algorithms learn to solve a task, but are unable to improve
their ability to learn. Meta-learning methods learn about machine learning
algorithms and improve them so that they learn more quickly. However, existing
meta-learning methods are either hand-crafted to improve one specific component
of an algorithm or only work with differentiable algorithms. We develop a
unifying meta-learning framework, called Reinforcement Teaching, to improve the
learning process of \emph{any} algorithm. Under Reinforcement Teaching, a
teaching policy is learned, through reinforcement, to improve a student's
learning algorithm. To learn an effective teaching policy, we introduce the
parametric-behavior embedder that learns a representation of the student's
learnable parameters from its input/output behavior. We further use learning
progress to shape the teacher's reward, allowing it to more quickly maximize
the student's performance. To demonstrate the generality of Reinforcement
Teaching, we conduct experiments in which a teacher learns to significantly
improve both reinforcement and supervised learning algorithms. Reinforcement
Teaching outperforms previous work using heuristic reward functions and state
representations, as well as other parameter representations.","Calarina Muslimani, Alex Lewandowski, Dale Schuurmans, Matthew E. Taylor, Jun Luo",2022,http://arxiv.org/abs/2204.11897v3
Generative Adversarial Imitation Learning,"Consider learning a policy from example expert behavior, without interaction
with the expert or access to reinforcement signal. One approach is to recover
the expert's cost function with inverse reinforcement learning, then extract a
policy from that cost function with reinforcement learning. This approach is
indirect and can be slow. We propose a new general framework for directly
extracting a policy from data, as if it were obtained by reinforcement learning
following inverse reinforcement learning. We show that a certain instantiation
of our framework draws an analogy between imitation learning and generative
adversarial networks, from which we derive a model-free imitation learning
algorithm that obtains significant performance gains over existing model-free
methods in imitating complex behaviors in large, high-dimensional environments.","Jonathan Ho, Stefano Ermon",2016,http://arxiv.org/abs/1606.03476v1
Two-Memory Reinforcement Learning,"While deep reinforcement learning has shown important empirical success, it
tends to learn relatively slow due to slow propagation of rewards information
and slow update of parametric neural networks. Non-parametric episodic memory,
on the other hand, provides a faster learning alternative that does not require
representation learning and uses maximum episodic return as state-action values
for action selection. Episodic memory and reinforcement learning both have
their own strengths and weaknesses. Notably, humans can leverage multiple
memory systems concurrently during learning and benefit from all of them. In
this work, we propose a method called Two-Memory reinforcement learning agent
(2M) that combines episodic memory and reinforcement learning to distill both
of their strengths. The 2M agent exploits the speed of the episodic memory part
and the optimality and the generalization capacity of the reinforcement
learning part to complement each other. Our experiments demonstrate that the 2M
agent is more data efficient and outperforms both pure episodic memory and pure
reinforcement learning, as well as a state-of-the-art memory-augmented RL
agent. Moreover, the proposed approach provides a general framework that can be
used to combine any episodic memory agent with other off-policy reinforcement
learning algorithms.","Zhao Yang, Thomas. M. Moerland, Mike Preuss, Aske Plaat",2023,http://arxiv.org/abs/2304.10098v2
Recruitment-imitation Mechanism for Evolutionary Reinforcement Learning,"Reinforcement learning, evolutionary algorithms and imitation learning are
three principal methods to deal with continuous control tasks. Reinforcement
learning is sample efficient, yet sensitive to hyper-parameters setting and
needs efficient exploration; Evolutionary algorithms are stable, but with low
sample efficiency; Imitation learning is both sample efficient and stable,
however it requires the guidance of expert data. In this paper, we propose
Recruitment-imitation Mechanism (RIM) for evolutionary reinforcement learning,
a scalable framework that combines advantages of the three methods mentioned
above. The core of this framework is a dual-actors and single critic
reinforcement learning agent. This agent can recruit high-fitness actors from
the population of evolutionary algorithms, which instructs itself to learn from
experience replay buffer. At the same time, low-fitness actors in the
evolutionary population can imitate behavior patterns of the reinforcement
learning agent and improve their adaptability. Reinforcement and imitation
learners in this framework can be replaced with any off-policy actor-critic
reinforcement learner or data-driven imitation learner. We evaluate RIM on a
series of benchmarks for continuous control tasks in Mujoco. The experimental
results show that RIM outperforms prior evolutionary or reinforcement learning
methods. The performance of RIM's components is significantly better than
components of previous evolutionary reinforcement learning algorithm, and the
recruitment using soft update enables reinforcement learning agent to learn
faster than that using hard update.","Shuai Lü, Shuai Han, Wenbo Zhou, Junwei Zhang",2019,http://arxiv.org/abs/1912.06310v1
"Accelerate Reinforcement Learning with PID Controllers in the Pendulum
  Simulations","We propose a Proportional Integral Derivative (PID) controller-based coaching
scheme to expedite reinforcement learning (RL).",Liping Bai,2022,http://arxiv.org/abs/2210.00770v1
"Dex: Incremental Learning for Complex Environments in Deep Reinforcement
  Learning","This paper introduces Dex, a reinforcement learning environment toolkit
specialized for training and evaluation of continual learning methods as well
as general reinforcement learning problems. We also present the novel continual
learning method of incremental learning, where a challenging environment is
solved using optimal weight initialization learned from first solving a similar
easier environment. We show that incremental learning can produce vastly
superior results than standard methods by providing a strong baseline method
across ten Dex environments. We finally develop a saliency method for
qualitative analysis of reinforcement learning, which shows the impact
incremental learning has on network attention.","Nick Erickson, Qi Zhao",2017,http://arxiv.org/abs/1706.05749v1
